Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
20,49,66.54,65.8,57.88,57.5,86.35,86.1,94.91,96.1,91.65,79.12,66.02,66.34,95.41,36.38,139.7,-80.65,77.98,73.33,2.861,-1.785,75.16,3.648,0.9639,267.7,216.3,11.6,7.9,45.9,41.2,104,133,15.3,54.7,8.8,137.8,33.8,92.3,89,85,13.86,4.132,6.052,20,0,116.9,110.7,145.9,103.5,10.1,8.3,20,0,100,41,49,56,34,60.23,77.89,66.93,66.95,49.44,68.66,127.1
22,49,64.57,64.2,56.04,55.6,86.02,85.8,94.66,95.9,91.6,78.3,64.38,64.58,96.28,34.08,148.3,-86.09,77.06,75.36,1.759,0.05982,75.24,3.601,0.9765,267.5,216.8,10.6,8.3,45.2,40.4,104.2,133.5,15.9,53,7.9,136.8,32.6,93.1,89,85,7.66,2.263,6.052,20,0,117.8,111.3,143.9,103,10.1,8.4,20,0,100,41,49,56,30,60.23,78.63,64.88,64.9,44.46,42.21,131.6
24,49,63.46,63.1,54.89,54.7,85.82,85.4,94.54,95.5,91.56,77.81,63.28,63.47,96.74,33.01,152.6,-88.86,77.36,75.66,1.757,0.05921,76.36,3.562,0.9871,266.3,216.6,9.9,9.6,44.8,40,105.1,135.5,17.1,52,7.4,136.2,30.8,96,90,86,8.236,2.421,5.964,20,0,118.5,112.4,142.9,102.1,9.9,8.6,20,0,100,41,49,56,30,60.23,79.49,63.69,63.63,41.14,42.17,134.2
26,49,62.6,62.5,54.11,53.9,85.53,85.1,94.21,95.5,91.44,77.48,62.58,62.73,96.54,30.82,155.3,-89.56,75.95,75.74,1.376,1.158,76.53,3.489,1.008,267,214.7,9.6,9.4,44.3,39.5,104.9,135,17.1,51.2,6.9,135.9,30.7,95.5,91,87,4.142,1.22,5.877,20,0,119.2,112.9,143.4,102.8,10.1,8.6,20,0,100,41,49,56,27,60.27,79.9,62.95,62.94,37.69,33.03,136.8
28,49,62.15,62.2,53.66,53.6,85.45,85.3,94.21,95.3,91.4,77.32,62.09,62.28,97.11,31.17,156.1,-90.15,76.54,75.95,1.756,1.167,76.96,3.497,1.005,266,216.4,9.6,9.9,44.1,39.2,105.1,135.5,17.1,50.9,6.9,135.3,30.8,96.8,91,87,4.646,1.361,5.877,20,0,119.5,113.3,142.9,103.1,10,8.6,20,0,100,41,49,56,27,60.27,80.23,62.46,62.45,37.49,42.14,136.6
30,49,61.79,61.9,53.34,53.3,85.33,85.1,94.17,95,91.32,77.11,61.76,61.96,98.27,31.7,157.9,-91.29,76.18,75.96,1.756,1.536,77.11,3.473,1.012,266.7,216.4,9.7,9.9,43.6,38.8,104.9,135,17.1,50.4,6.8,135.6,31,96.2,91,87,-0.5551,-0.1607,5.877,20,0,120.2,113.8,142.9,103.4,10.1,8.6,20,0,100,41,49,56,27,60.27,80.27,62.09,62.12,38.05,42.13,138.4
32,49,61.58,61.6,53.09,53.2,85.29,85.1,93.97,95.2,91.32,77.03,61.56,61.71,96.79,29.53,159.3,-92.07,76.29,76.08,1.382,1.163,77.66,3.454,1.018,267.7,215.7,9.7,9.5,43.5,38.7,104.7,134.5,16.9,50.3,6.8,135.6,30.9,96.3,92,88,5.601,1.646,5.791,20,0,120.2,114,142.9,103.9,10.1,8.4,20,0,100,41,49,56,27,60.32,80.68,61.93,61.87,34.81,33.16,139.9
34,49,61.54,61.6,53.01,53,85.33,85.1,94.09,95.2,91.36,77.03,61.48,61.63,97.67,30.43,159.7,-92.5,77.05,76.46,1.389,0.7996,78.17,3.466,1.014,267.6,216.8,9.5,9.9,43.5,38.7,105.1,135.5,17.4,50.1,6.6,135.9,30.8,96.8,92,88,5.664,1.649,5.791,20,0,120.4,114.2,143.4,104.2,10.1,8.6,20,0,100,41,49,56,27,60.32,80.76,61.85,61.83,35.73,33.33,139.5
36,49,61.46,61.6,52.97,53.2,85.33,85.1,94.05,95.5,91.4,77.07,61.43,61.59,96.52,29.31,158.6,-91.38,76.1,75.88,1.378,1.16,78.19,3.422,1.028,265.7,215.1,10,9.4,43.2,38.3,104.9,135,17.2,50.1,6.6,136.2,31.3,96.2,92,88,6.381,1.88,5.791,20,0,120.7,114.2,143.9,103.9,10.4,8.6,20,0,100,41,49,56,27,60.32,80.8,61.81,61.75,34.34,33.07,138.6
38,49,61.46,61.6,52.97,53,85.33,84.9,94.01,95.2,91.4,77.03,61.43,61.63,97.11,29.17,160.8,-92.84,76.64,76.42,1.758,1.538,77.94,3.457,1.017,268.6,216.7,9.9,9.7,43.3,38.5,104.9,135,17.3,50.1,6.8,136.2,31.3,97,92,88,5.975,1.75,5.791,20,0,120.9,114.5,144.4,104.9,10.1,8.4,20,0,100,41,49,56,27,60.32,80.8,61.81,61.75,34.18,42.19,140.9
40,49,61.46,61.6,52.97,53,85.29,85.1,94.05,95.2,91.32,76.99,61.43,61.59,97.28,30.31,159.1,-92.13,76.09,75.87,1.378,1.16,77.9,3.434,1.024,266.5,215.1,9.9,9.7,43.2,38.5,104.9,135,16.9,50,6.8,136.2,31.3,96.3,92,88,3.383,0.9892,5.791,20,0,120.9,114.9,144.4,105.1,10.1,8.4,20,0,100,41,49,56,27,60.32,80.76,61.77,61.71,35.58,33.07,139.4
42,49,61.46,61.7,52.97,53,85.29,84.9,94.05,95.2,91.32,76.99,61.43,61.59,97.32,30.32,159.2,-92.16,76.15,75.94,1.379,1.161,78.01,3.432,1.024,266.6,215.3,9.9,9.9,43.1,38.2,104.9,135,17.2,50.1,7,136.5,31,96.5,93,89,3.595,1.051,5.704,20,0,121.2,114.9,143.9,104.6,10.1,8.7,20,0,100,41,49,56,27,60.36,80.8,61.81,61.75,35.6,33.1,139.4
44,49,61.42,61.6,52.97,53,85.25,84.9,94.01,95.2,91.28,76.99,61.39,61.55,97.33,30.33,158.7,-91.72,75.61,75.39,1.376,1.159,78.03,3.407,1.032,266.7,214.8,9.7,9.5,43.3,38.5,104.7,134.5,17,50.1,6.8,136.2,31.5,96,92,88,1.649,0.482,5.791,20,0,121.5,114.9,142.9,103.6,10.1,8.6,20,0,100,41,49,56,27,60.32,80.76,61.73,61.67,35.6,33.02,140
46,49,61.42,61.6,52.97,53,85.25,85.1,94.01,95,91.28,76.99,61.39,61.55,97.24,30.3,158.6,-91.64,75.52,75.3,1.374,1.157,78.04,3.402,1.033,266.4,214.5,9.9,9.5,43.1,38.2,104.5,134,17.2,50.1,7,136.2,31.3,96.7,92,88,1.652,0.4831,5.791,20,0,121.7,115.1,142.9,103.9,9.9,8.6,20,0,100,41,49,56,27,60.32,80.76,61.73,61.67,35.57,32.98,139.9
48,49,61.42,61.6,52.93,53.2,85.33,86.6,93.97,95.9,91.28,76.91,61.35,61.51,96.24,29.96,160.1,-93.81,76.48,75.89,1.385,0.7975,75.22,3.575,0.9836,267.4,216.2,9.2,9.5,43.8,39,105.4,136,17.6,50,6,135.9,30.5,96.3,88,84,5.726,1.692,6.14,20,0,121.7,115.1,138,97.9,8.9,8.4,10.17,0,100,25,49,56,42,60.36,80.76,61.73,61.67,35.24,33.24,140.7
50,49,58.92,58.5,52.15,51.9,86.72,86.3,93.93,94.6,91.03,71.63,58.77,58.93,80.69,32.41,217.3,-169.1,60.34,59.03,1.37,0.05847,67.81,3.128,1.124,268.8,213.9,8.6,8.1,43.1,38.2,102.7,130,14,49.6,6.5,138.1,35.4,92.3,78,75,-3.754,-1.323,6.952,20,0,121.7,115.1,143.4,104.4,8.3,6.8,26.17,0,100,25,49,56,35,60.32,77.69,59.23,59.25,44.77,32.89,195.8
52,49,57.24,56.8,50.51,50.3,86.35,86,93.56,94.4,90.74,70.4,57.09,57.29,80.51,31.42,227.4,-178.3,60.59,59.27,1.754,0.4284,67.9,3.138,1.121,268.2,216.1,7,7.8,42.9,38.2,102.7,130,14.5,48.3,5.2,136.8,34.1,91.5,78,75,-2.126,-0.751,6.952,20,0,121.5,115.1,143.4,104.6,8.4,6.7,32.18,0,100,25,49,56,29,60.27,78.55,58,57.7,41.27,42.09,198.3
54,49,56.14,56,49.45,49.3,86.19,86,93.43,94.1,90.66,69.74,55.95,56.22,80.54,30.8,232.5,-182.8,60.45,58.75,2.499,0.7995,67.38,3.154,1.115,266.8,216.9,6.7,8.3,42.6,37.7,102.2,129.5,14.4,47.5,4.7,136.2,34,91.8,78,75,-3.249,-1.147,6.952,20,0,121.7,115.1,140.4,101.6,8.1,6.7,43.18,0,100,25,49,56,29,60.27,79.24,57.39,56.88,38.96,59.99,199.4
56,49,55.56,55.6,49.04,49,86.07,85.6,93.15,93.9,90.62,69.5,55.46,55.77,79.26,28.26,236.4,-185.4,58.54,57.59,2.849,1.896,66.64,3.088,1.138,268.6,215.3,6.7,8.1,42.3,37.4,102,128.5,14.2,47,4.6,135.6,33.9,91.1,78,75,-6.222,-2.233,6.952,20,0,121.2,115.1,142.4,104,8.1,6.6,44.19,0,100,25,49,56,25,60.27,80.02,57.18,56.55,34.35,68.37,203.2
58,49,55.44,55.5,48.91,49,86.02,85.8,93.11,93.9,90.54,69.42,55.29,55.69,79.33,28.75,236.6,-186.1,58.56,57.24,3.585,2.264,66.53,3.095,1.136,268.9,215.4,6.8,7.7,42,37.1,101.6,127.6,14.5,47,4.9,135.6,33.6,90.6,77,74,-6.52,-2.337,7.045,20,0,121.2,115.1,141.4,102.7,8.1,6.7,45.2,0,100,25,49,56,25,60.27,80.19,57.1,56.43,34.65,86.04,203.8
60,49,55.44,55.6,49,49,85.98,85.8,92.98,93.9,90.54,69.42,55.33,55.69,78.07,27.25,235.6,-184.8,58.19,57.23,3.238,2.278,66.29,3.086,1.139,267.7,216.7,6.9,7.9,42.1,37.2,101.8,128,14.1,47,5,135.9,34.4,91.3,77,74,-3.627,-1.321,7.045,20,0,121.5,115.1,141.4,103.5,8.1,6.6,46.2,0,100,25,49,56,25,60.32,80.64,57.18,56.47,32.18,77.71,202.7
62,49,55.52,55.8,49.04,49.1,85.94,85.8,92.82,93.7,90.5,69.42,55.37,55.73,77.19,26.04,236.6,-185.5,58.23,56.91,3.22,1.899,66.48,3.08,1.142,269.4,215.5,7,7.9,41.8,36.9,101.6,127.6,14.1,47,4.9,136.2,34.6,90.9,77,74,-0.1503,-0.05537,7.045,20,0,121.2,114.7,141.9,104.3,7.9,6.7,47.21,0,100,25,49,56,25,60.27,80.51,57.26,56.55,30.88,77.27,204.6
64,49,55.56,55.8,49.08,49,85.94,85.8,92.86,93.7,90.5,69.42,55.42,55.73,77.89,26.58,237.4,-186.1,58.16,56.84,2.849,1.529,66.47,3.076,1.143,270.2,215.3,7,7.9,42,37.1,101.8,128,14.3,47,5,136.2,34.1,91.1,77,74,-2.869,-1.048,7.045,20,0,121.2,114.9,141.9,103.9,7.9,6.8,48.21,0,100,25,49,56,25,60.23,80.55,57.3,56.63,31.4,68.38,205.5
66,49,55.64,55.8,49.12,49.1,85.98,85.6,92.9,93.7,90.5,69.46,55.46,55.77,77.39,26.87,235.4,-184.9,58.22,56.54,2.833,1.154,66.02,3.101,1.134,268.5,214.2,7.1,8.3,42,37.1,101.6,128.5,14.1,47.2,5.2,136.2,34.6,91.4,77,74,-1.37,-0.5034,7.045,20,0,121.2,114.7,141.4,103.4,7.9,6.7,49.22,0,100,25,49,56,25,60.27,80.59,57.39,56.67,31.74,68,204
68,49,55.64,55.8,49.16,49.1,85.94,85.8,92.86,93.7,90.5,69.5,55.5,55.86,77.34,26.4,234.8,-183.8,58.12,56.8,3.213,1.894,65.87,3.102,1.133,268.3,215.1,7.1,7.9,42,37.1,101.6,127.6,14.3,47.2,5.4,135.9,34.3,90.9,77,74,-1.698,-0.6245,7.045,20,0,120.9,114.7,140.4,102.7,7.9,6.7,50.22,0,100,25,49,56,25,60.23,80.51,57.47,56.75,31.24,77.12,203.4
70,49,55.69,55.8,49.16,49.1,85.98,85.8,92.9,93.7,90.5,69.46,55.46,55.86,77.35,26.86,235.3,-184.8,58.57,56.52,3.586,1.53,66.32,3.106,1.132,268.3,215.4,7.1,8.1,42,37.1,101.8,128,14.3,47.2,5.1,136.5,34.2,90.4,77,74,0.3082,0.1133,7.045,20,0,120.9,114.7,141.4,103.4,7.9,6.7,51.23,0,100,25,49,56,25,60.23,80.59,57.47,56.75,31.66,86.06,203.9
72,49,55.69,56,49.2,49.3,85.98,85.8,92.9,93.7,90.46,69.5,55.5,55.86,77.21,27.27,233.9,-184,57.89,56.21,3.2,1.522,66.28,3.07,1.145,267.8,214.3,7.1,8.1,42,37.1,101.8,128,14.1,47.2,5.1,136.2,34.4,90.4,77,74,-1.643,-0.6052,7.045,20,0,121.2,114.7,140.4,102.4,8.1,6.9,52.23,0,100,25,49,56,25,60.27,80.43,57.55,56.75,32.46,76.81,203.5
74,49,55.73,56,49.2,49.3,85.94,85.8,93.02,93.7,90.46,69.5,55.58,55.9,79.04,28.64,233.9,-183.5,58.47,57.15,2.846,1.527,66.7,3.082,1.141,267.9,215.1,7,8.1,42,37.1,101.8,128,13.9,47.2,5.1,136.2,34.4,90.9,77,74,-5.608,-2.018,7.045,20,0,121.2,114.7,139.9,102.2,7.9,6.9,53.24,0,100,25,49,56,25,60.23,80.51,57.59,56.84,33.89,68.3,202.4
76,49,55.77,56,49.24,49.3,85.94,85.8,92.94,93.7,90.46,69.54,55.54,55.94,78.64,27.91,235,-184.3,58.4,56.35,3.575,1.525,66.42,3.091,1.137,269.6,214.8,7.5,8.1,42,36.9,101.8,128,14.3,47.2,5.4,136.2,34.4,90.8,78,75,-4.753,-1.719,6.952,20,0,121.2,114.7,139,101,8.1,6.7,54.25,0,100,25,49,56,25,60.23,80.43,57.71,56.88,33.16,85.8,205
78,50,55.81,56,49.28,49.5,86.15,87.5,92.94,93.9,90.5,69.58,55.58,55.94,75.84,27.27,233.5,-184.9,58.57,56.51,3.218,1.162,53.49,3.85,0.9133,267.9,215.4,6.3,4,43.2,38.3,97.7,119.6,10.5,47.5,4.2,136.5,38.2,81.1,55,53,-7.245,-2.717,9.199,20,0,120.9,114.5,139.9,100.1,6,6.5,0,0,100,15,49,56,41.66,60.27,80.59,57.71,56.96,32.2,77.23,203
80,50,55.11,55.2,50.8,50.9,85.78,85.6,90.69,91,88.49,64.87,55.01,55.24,54.83,24.53,263.7,-233.4,38.93,37.97,2.126,1.168,50.51,2.71,1.298,267.9,216.6,7.8,5.2,43.1,38.2,96.2,116.6,9.4,49.5,6.6,143,46.8,78.8,57,55,-5.405,-2.803,8.971,20,0,120.9,114.7,139.9,100.4,5.6,4.3,0,0,100,15,49,56,22.59,60.27,79.08,55.58,55.57,31.31,51.03,229.4
82,50,54.78,54.9,50.51,50.4,85.78,85.4,90.49,91,88.49,64.3,54.72,54.83,52.7,22.31,270.9,-240.5,38.3,37.71,1.011,0.4264,50.25,2.68,1.312,268.7,215.1,7.5,5.2,43.1,38,96.2,116.6,9.7,49.3,6.2,144,47.8,77.9,57,55,-0.4051,-0.2186,8.971,20,0,121.2,114.5,138,98.5,5.6,4.5,0,0,100,15,49,56,20.52,60.32,80.31,55.09,55.08,26.78,24.27,231.3
84,50,53.97,53.4,49.9,49.5,86.39,86.1,90.94,91.4,88.62,62.62,53.74,53.93,51.14,26.12,292.7,-267.6,36.45,34.4,1.745,-0.3082,49.11,2.61,1.347,270.2,215,6.2,4.8,43.3,38.5,96.2,116.6,9.6,48.7,5.5,145.1,48.9,78.3,56,54,-2.537,-1.411,9.084,20,0,121.2,114.7,139.9,100.9,5.4,3.9,40,0,100,5,49,56,24,60.36,78.38,54.97,54.5,34.77,41.87,238.4
86,50,53.84,54.4,51,51.4,85.04,84.7,88.4,88.9,86.98,61.6,53.86,54.22,37.65,15.92,284.8,-263,25.56,25.71,3.226,3.376,45.28,1.984,1.772,269.3,216,7.4,4.8,43.5,38.7,93.7,111.7,8.4,50.1,6.5,151.7,58.4,72.5,50,48,2.785,2.104,9.8,20,0,122,114.7,138,97.9,4.1,3.2,30,0,100,5,49,56,14,60.32,79.74,55.3,54.75,19.68,77.43,244.9
88,50,54.37,54.5,51.17,51.4,85.66,85.6,89.3,89.8,87.72,61.96,54.27,54.59,40.84,17.75,288.7,-265.7,28.77,27.82,2.848,1.895,46.45,2.178,1.614,269.1,215.2,7.6,5,43.2,38.8,95,114.2,9.4,50.3,6.7,152.9,57.9,74.5,52,50,4.007,2.791,9.553,20,0,122.2,115.1,139,99,4.2,3.3,30,0,100,5,49,56,20,60.36,81.17,55.75,55.2,20.47,68.35,243.2
90,50,54.21,54.4,50.8,50.9,86.11,85.8,89.91,90.1,88.12,61.92,54.06,54.42,42.54,19.98,292.8,-270.3,30.52,29.2,3.206,1.89,45.22,2.373,1.482,268.2,214.6,8,4.4,42.9,38,94.5,113.2,8.7,50.1,7,151.3,56.8,75,51,49,2.963,1.981,9.675,20,0,122.7,115.1,139.4,100.4,4.3,3.5,35,0,100,5,49,56,20,60.36,80.59,55.54,55.03,23.7,76.94,241.5
92,50,54.13,54.2,50.72,50.8,86.11,85.6,89.91,89.9,88.12,61.84,53.94,54.26,42.91,20.16,296.3,-273.5,30.6,28.91,2.847,1.16,44.44,2.421,1.452,270.6,215.1,7.7,4.4,43.1,38.2,94.3,112.7,8.8,49.8,6.6,151.7,56.5,75,51,49,1.163,0.7706,9.675,20,0,123,115.7,139,99.5,4.3,3.4,35,0,100,5,49,56,20,60.4,80.27,55.46,54.95,24.34,68.33,244.2
94,50,53.97,53.9,50.55,50.4,86.15,85.8,89.87,90.3,88.17,61.76,53.78,54.09,41.73,19.12,295.9,-273.3,30.58,28.9,2.846,1.16,44.76,2.403,1.463,269,215.1,7.1,4.5,43.3,38.5,94.8,113.7,8.4,49.8,6.5,151.7,56.5,75.7,51,49,5.552,3.784,9.675,20,0,123.7,115.7,138.5,99,4.5,3.5,40,0,100,5,49,56,20,60.36,80.59,55.3,54.83,22.67,68.3,242.7
96,50,54.01,53.9,50.55,50.4,86.02,86,89.91,90.5,88,61.72,53.82,54.14,43.41,21.33,293.4,-271.4,30.78,29.1,2.83,1.154,45.44,2.382,1.476,268,213.9,7,4.3,43.6,38.8,94.8,113.7,8.8,50,6.2,151.3,56.9,75.4,52,50,1.031,0.6753,9.553,20,0,123.7,116,138.5,98.2,4.5,3.5,40,0,100,5,49,56,24,60.4,80.59,55.34,54.83,25.35,67.92,241.4
98,50,53.92,53.9,50.55,50.6,85.98,86,89.79,90.1,87.96,61.68,53.82,54.09,42.7,20.52,294.9,-272.7,30.28,29.33,2.484,1.53,45.85,2.322,1.514,269.3,215.5,6.3,4.9,44.1,39.3,95,114.2,9.3,49.8,5.5,151.3,56.3,76.1,52,50,2.186,1.456,9.553,20,0,124,116.2,139.9,100.1,4.3,3.3,35,0,100,5,49,56,24,60.4,80.51,55.3,54.75,24.48,59.62,242.5
100,50,53.8,53.9,50.43,50.4,85.94,85.8,89.67,89.9,88,61.6,53.65,53.97,41.83,18.7,296.6,-273.5,30.29,28.97,2.852,1.53,44.48,2.394,1.469,269.6,215.6,7.5,4.6,43.1,38.2,94.8,113.7,8.8,49.6,6.5,151.3,56.9,74.9,51,49,3.915,2.662,9.675,20,0,124.2,116.4,137.5,98.2,4.3,3.3,40,0,100,5,49,56,20,60.4,80.47,55.13,54.67,22.36,68.45,243.2
102,50,53.88,53.9,50.43,50.4,86.02,86.1,89.83,90.1,88,61.68,53.78,54.05,42.75,20.54,295.7,-273.5,30.91,29.96,2.475,1.524,45.29,2.4,1.465,269.6,214.8,6.8,4.9,43.6,38.8,95,114.2,9,49.6,6.1,151.7,56.7,75.4,52,50,3.646,2.426,9.553,20,0,124.2,116.4,139,99.2,4.1,3.5,40,0,100,5,49,56,24,60.36,80.68,55.22,54.71,24.26,59.39,242.3
104,50,53.88,54.1,50.47,50.6,85.9,85.8,89.71,90.3,88,61.64,53.74,54.05,42.75,19.16,296.2,-272.6,30.71,29.39,2.857,1.533,45.8,2.357,1.491,269.6,216,6.3,4.7,44.1,39.3,95,114.2,8.7,50,5.9,151.7,57.3,74.7,52,50,3.471,2.309,9.553,20,0,124.5,116.4,138.5,98.4,4.5,3.7,35,0,100,5,49,56,20,60.4,80.47,55.22,54.71,22.91,68.57,242.8
106,50,53.76,53.9,50.43,50.6,85.94,85.8,89.67,89.8,87.96,61.55,53.61,53.93,41.7,19.1,295.7,-273.1,29.82,28.51,2.843,1.525,44.21,2.372,1.482,268.7,214.9,7.7,4.7,42.9,38,94.5,113.2,8.3,49.8,6.9,151.7,57.2,74.7,51,49,2.457,1.676,9.675,20,0,124.5,116.9,138,99.7,4.4,3.3,35,0,100,5,49,56,20,60.4,80.43,55.13,54.63,22.88,68.22,242.8
108,49,53.88,53.9,50.39,50.4,85.9,84.3,89.79,89.8,88.08,61.64,53.7,54.01,43.53,19.1,296.1,-271.7,31.31,29.63,2.845,1.16,46.97,2.344,1.5,268.7,215,7.5,3.9,42.9,38,93.7,111.7,7.7,49.8,7,151.3,58,72.7,52,50,4.008,2.618,9.553,20,0,124.7,116.9,139,100,5.8,3.5,30,0,100,26.03,49,56,18,60.4,80.68,55.18,54.67,22.61,68.29,241.8
110,49,56.59,57.4,51.45,51.4,82.42,82.2,88.07,89.2,86.28,68.35,56.68,57,63.45,20.08,201.4,-158,45.82,46.7,2.835,3.715,58.01,2.777,1.266,269.6,214.3,8.7,8,43.1,38.2,97.2,118.6,13,49.6,6.7,144,46.8,79.7,68,65,-3.963,-1.777,7.914,20,0,124.5,116.9,141.4,102.2,7,5.8,25,0,100,32.24,49,56,18,60.4,79.74,57.88,57.37,24.93,68.04,207.1
