Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
20,49,65.31,65,57.47,57.5,85.57,86.1,92.53,93,90.66,78.06,65.12,65.27,77.95,20.95,141.2,-84.22,70.3,68.61,1.379,-0.3086,71.6,3.452,1.018,268.9,215.3,10.8,12.1,46.9,42.2,105.1,135.5,16.2,54.9,8.3,140.4,36.1,92.9,84,80,44.69,16.31,6.496,20,0,116.2,108.2,156.8,114.3,6.9,7.3,20,0,100,33,49,56,34,55.44,80.14,65.49,65.35,20.35,33.11,138.2
22,49,63.46,62.6,55.71,55.3,85.86,85.6,92.94,92.3,90.54,75.64,63.07,63.23,78.96,26.78,166.1,-114,69.73,66.2,1.384,-2.15,72.26,3.393,1.036,267.6,215.8,9.5,12.4,45.8,41.1,104.7,134.5,15.1,53.2,7.4,140.7,36.3,92.9,84,80,39.8,14.34,6.496,20,0,117.1,109.4,157.8,114.4,6.7,7.3,20,0,100,33,49,56,30,55.36,76.21,63.36,63.39,30.83,33.22,161
24,49,61.7,61.4,54.07,53.6,85.49,85.3,92.7,92.1,90.38,74.74,61.43,61.59,80.49,25.92,174.7,-120.1,68.51,66.09,1.381,-1.044,72.31,3.331,1.056,268.1,215.5,8.7,11.9,45.1,40.3,104,133,14.9,51.7,6.5,139.7,35.4,92.6,85,81,30.2,10.67,6.406,20,0,118.1,110.3,156.8,115.5,7,7.6,20,0,100,33,49,56,27,55.32,76.54,61.81,61.83,29.32,33.13,166.7
26,49,60.52,60.2,52.93,52.7,85.16,84.8,92.45,91.9,90.17,74.08,60.33,60.48,81.25,25.42,179.4,-123.6,68.33,66.64,1.385,-0.3086,72.91,3.295,1.067,267.6,216.1,7.9,12.3,44.8,40,104,133,15.1,50.6,6.2,138.7,34.7,93.2,85,81,27.49,9.624,6.406,20,0,118.5,111.1,156.3,115.7,7.1,7.5,20,0,100,33,49,56,24,55.32,76.95,60.66,60.6,28.2,33.24,168.2
28,49,59.57,59.4,52.07,51.7,85,84.8,92.29,91.9,90.17,73.67,59.47,59.62,81.5,23.66,184.5,-126.7,67.05,66.1,1.373,0.4249,73.33,3.215,1.094,268.4,214.3,7.6,12.1,44.3,39.5,104,133,15.3,50,5.7,138.1,34.1,93.4,85,81,22.53,7.861,6.406,20,0,119,112,155.8,115.5,7.1,7.7,35,0,100,33,49,56,24,55.24,77.81,59.8,59.78,25.16,32.96,172.3
30,49,59.04,59.3,51.62,51.6,84.96,84.7,92.16,91.7,90.17,73.47,58.98,59.21,81.25,22.47,188.4,-129.6,67,66.41,2.127,1.538,72.68,3.241,1.085,270.7,216.6,7.9,12.3,43.8,39,104,133,15.7,49.5,5.7,138.1,33.8,93.8,85,81,22.59,7.907,6.406,20,0,119.2,112.7,155.3,115.3,7,7.6,35,0,100,33,49,56,24,55.2,77.89,59.97,59.62,23.77,51.05,175.2
32,49,58.88,59.1,51.58,51.4,84.67,84.5,91.92,91.4,89.93,73.35,58.77,59.09,81.09,22.3,185.5,-126.8,65.45,64.5,2.846,1.895,72.91,3.156,1.114,268.6,215.1,7.8,13.5,43.6,39,105.1,135.5,16.8,49.3,5.5,137.8,32.7,96.2,85,81,17.94,6.294,6.406,20,0,119.2,112.9,156.8,117.2,6.7,7.5,35,0,100,33,49,56,24,55.16,77.93,59.84,59.5,23.5,68.31,175.2
34,49,58.8,58.9,51.45,51.4,84.8,84.7,92,91.6,90.05,73.35,58.69,59.01,80.63,21.84,186.9,-128.1,65.66,64.71,2.839,1.89,73.56,3.139,1.12,268.6,214.6,7.8,13.8,43.6,38.8,105.4,136,17,49,5.5,138.1,32.7,97.2,86,82,20.93,7.382,6.317,20,0,119.7,113.1,155.8,116.6,6.8,7.5,35,0,100,33,49,56,24,55.07,78.67,59.8,59.42,22.22,68.15,175.6
36,49,58.8,59.1,51.45,51.4,84.92,84.8,92.16,91.7,90.17,73.43,58.69,58.97,80.89,22.25,186.9,-128.3,65.78,64.83,2.477,1.526,73.73,3.137,1.121,267.9,215,7.8,13.7,43.6,38.8,105.4,136,17.1,49.1,5.6,138.1,32.8,97.2,86,82,20.62,7.252,6.317,20,0,119.5,113.3,157.8,118.5,6.9,7.7,35,0,100,33,49,56,24,54.99,78.79,59.76,59.42,22.43,59.45,175
38,49,58.84,58.9,51.45,51.4,85,84.8,92.21,91.9,90.21,73.43,58.69,59.01,80.51,22.27,187.6,-129.3,66.51,65.19,2.86,1.535,74.07,3.157,1.114,268.2,216.2,7.8,13.9,43.6,38.8,105.8,137,16.9,49.1,5.5,138.7,33,97.2,87,83,24.86,8.781,6.228,20,0,119.7,113.3,156.3,117,7.1,7.5,35,0,100,33,49,56,24,54.95,78.79,59.76,59.46,22.42,68.65,175
40,49,58.84,58.9,51.45,51.6,84.96,84.7,92.21,91.6,90.21,73.47,58.73,59.05,80.82,22.23,186.8,-128.2,66.33,65.38,2.852,1.897,74.38,3.136,1.121,267.7,215.6,7.9,13.8,43.5,38.7,105.4,136,16.9,49,5.5,138.7,33.3,97.3,87,83,23.46,8.256,6.228,20,0,119.9,113.3,155.8,115.7,6.9,7.5,35,0,100,33,49,56,24,54.91,78.38,59.84,59.46,22.73,68.45,174
42,49,58.8,58.9,51.37,51.2,84.84,84.7,92.08,91.4,90.09,73.35,58.69,58.97,81.3,22.36,187.9,-128.9,66.9,65.94,2.492,1.535,74.68,3.15,1.116,269.3,216.2,8.1,14,43.2,38.3,105.4,136,17.1,49,5.7,138.7,33.3,96.8,87,83,24.06,8.416,6.228,20,0,120.2,113.3,155.3,115.8,6.6,7.5,35,0,100,33,49,56,24,54.83,78.26,59.8,59.46,22.9,59.8,174.8
44,49,58.76,58.9,51.33,51.4,84.84,84.7,92.08,91.6,90.13,73.35,58.61,58.93,81.14,21.86,188,-128.7,66.35,65.03,2.837,1.522,74.57,3.128,1.124,268.8,214.4,7.9,13.9,43.2,38.7,105.4,136,17.1,48.8,5.5,139.1,33.3,97.8,87,83,22.56,7.91,6.228,20,0,120.2,113.8,154.8,115.5,6.9,7.5,35,0,100,33,49,56,24,54.79,78.34,59.68,59.33,22.27,68.1,175.8
46,49,58.76,58.8,51.33,51.2,84.84,84.7,92.12,91.6,90.09,73.35,58.57,58.84,81.5,22.75,187.3,-128.5,66.78,65.08,2.487,0.7961,74.59,3.148,1.117,268.5,215.8,7.9,13.8,43.3,38.5,105.4,136,17.1,48.8,5.5,138.7,33.7,97.5,87,83,22.81,7.96,6.228,20,0,120.4,113.8,156.3,117.1,6.9,7.6,35,0,100,33,49,56,24,54.83,78.34,59.68,59.29,23.22,59.69,175.2
48,49,58.72,58.8,51.29,51.2,85,86.1,92.12,92.3,90.09,73.27,58.57,58.8,79.36,22.66,187.5,-130.8,66.99,65.67,2.126,0.7987,71.87,3.277,1.073,267.4,216.5,7.4,13.5,44,39.2,105.8,137,17.3,49,5.2,139.1,33.5,98,81,78,28.4,10.18,6.677,20,0,120.2,114,158.8,118.7,6.2,7.4,25,0,100,24,49,56,29,54.75,78.38,59.64,59.29,23.01,51.02,173.7
50,49,57.04,56.5,50.35,50,86.19,86.1,92.7,92.5,90.34,69.33,56.68,56.92,72.77,26.4,234.8,-188.4,59.31,56.19,2.09,-1.031,68.49,3.045,1.155,268.3,212.8,6.9,12.4,43.1,38.2,104.9,135,15.7,48.3,5.4,141.7,37.1,96.5,78,75,21.17,8.274,6.952,20,0,120.4,113.8,157.8,117.1,6.4,6.5,30,0,100,24,49,56,29,54.71,76.79,58,57.61,28.69,50.15,204.1
52,49,55.77,55.3,49.2,48.7,86.02,86.1,92.53,92.5,90.17,68.47,55.46,55.73,73.31,26.6,244.4,-197.7,58.64,55.86,2.47,-0.3066,70.29,2.933,1.199,270.3,214.3,5.6,12.6,43.1,38.2,105.1,135.5,15.9,47.3,4.4,141.3,36.6,97.3,80,77,18.69,7.253,6.768,20,0,120.9,114.2,159.8,120.6,6.4,6.6,40,0,100,24,49,56,29,54.71,77.28,56.73,56.34,28.28,59.29,208.6
54,49,54.99,54.9,48.79,48.7,85.7,85.4,91.96,91.6,89.84,68.07,54.8,55.08,70.72,23.89,245.9,-199.1,55.51,53.83,2.478,0.7925,68.59,2.846,1.236,271,215,6.4,12.9,42.4,37.5,104.5,134,15.7,47.2,4.9,142,37.5,95.6,78,75,15.13,6.085,6.952,20,0,120.9,114,158.3,119.8,6.3,6.2,40,0,100,24,49,56,25,54.66,77.56,56.16,55.69,25.04,59.47,211.7
56,49,54.7,54.5,48.55,48.3,85.57,85.3,91.8,91.6,89.8,67.86,54.56,54.83,70.24,22.49,247.7,-200,55,53.68,2.471,1.157,67.49,2.865,1.227,270.9,214.4,5.7,12.4,42.8,37.7,103.8,132.5,15.5,46.8,4.2,141.7,37.9,95.3,78,75,13.9,5.629,6.952,20,0,120.9,114.2,157.8,119.1,6.2,6.2,40,0,100,24,49,56,22,54.71,78.14,55.83,55.4,23.04,59.29,212.2
58,49,54.66,54.7,48.71,48.8,85.37,85.1,91.39,91,89.56,67.82,54.56,54.83,67.58,20.54,244.2,-197.1,53.2,52.25,2.472,1.523,65.1,2.873,1.224,269.6,214.5,5.9,12.1,42.9,38,103.1,131,14.9,47,4.4,141.7,38.6,93.3,75,72,14.51,6.107,7.233,20,0,121.2,114,155.3,116.5,5.9,5.9,40,0,100,24,49,56,22,54.71,78.51,55.79,55.36,20.71,59.33,211.9
60,49,54.91,55.2,49.12,49.3,85.12,84.8,91.02,90.3,89.23,67.86,54.84,55.12,65.83,19.97,238.7,-192.8,51.82,51.23,2.476,1.892,64.79,2.812,1.25,268.1,214.9,6.5,12.4,42.6,37.7,102.7,130,15.6,47.5,5.1,141.7,38.7,92.3,74,71,15.5,6.695,7.328,20,0,120.9,114.5,155.8,116.8,5.4,6.1,40,0,100,24,49,56,19,54.75,78.75,56.12,55.65,19.97,59.44,210.5
62,49,55.11,55.5,49.36,49.5,85.12,84.9,91.02,90.7,89.23,67.98,55.09,55.41,66.02,20.03,238,-192,51.48,51.26,2.844,2.626,64.56,2.804,1.254,268.8,215,6.7,12.4,42.8,37.9,103.1,131,15.4,47.7,4.9,142.3,39.2,92.6,74,71,13.44,5.791,7.328,20,0,120.9,114.2,154.8,115.3,5.8,6,35,0,100,24,49,56,22,54.75,79.04,56.36,55.89,19.79,68.26,210.9
64,49,55.36,55.6,49.57,49.6,85.21,85.1,91.02,90.7,89.31,68.19,55.33,55.65,64.84,19.03,235.7,-189.9,51.98,51.77,2.852,2.634,64.52,2.833,1.241,267.8,215.6,7,12.2,42.6,37.7,102.9,130.5,15.4,48,5.1,142.6,39.7,92.8,74,71,19.31,8.468,7.328,20,0,120.9,114.5,154.3,115.8,5.6,5.8,35,0,100,24,49,56,22,54.79,79.16,56.57,56.1,18.74,68.46,208.9
66,49,55.56,55.8,49.73,49.6,85.29,85.1,91.06,90.8,89.31,68.27,55.5,55.77,64.57,19.55,235.4,-190.4,52.11,51.53,2.472,1.889,64.43,2.844,1.236,268.5,214.6,7,12.3,42.6,37.7,103.1,131,15.4,48,5.2,142.6,39.9,92.5,74,71,20.62,9.081,7.328,20,0,121.2,114.5,155.8,117.3,5.7,6,35,0,100,24,49,56,22,54.79,79.12,56.77,56.34,19.28,59.34,209.7
68,49,55.69,56,49.86,50,85.33,85.1,91.14,90.8,89.39,68.35,55.62,55.9,65.07,19.56,235.6,-190,52.38,51.79,2.486,1.9,64.94,2.836,1.24,268.7,215.7,7.1,12.6,42.6,38,103.1,131,15.3,48.2,5.3,142.6,39.9,93.5,74,71,20.33,8.886,7.328,20,0,121.2,114.5,156.3,117,5.7,6,30,0,100,24,49,56,22,54.87,79.16,56.89,56.43,19.32,59.66,209.6
70,49,55.81,56,49.98,50.1,85.37,85.3,91.26,91,89.48,68.43,55.74,55.98,66.02,20.03,235.7,-189.7,52.24,51.66,2.112,1.527,64.34,2.855,1.232,268.8,215.1,7.5,12.1,42.6,37.7,103.1,131,15.5,48.2,5.4,143,39.7,93.1,74,71,15.91,6.854,7.328,20,0,121.2,114.7,159.8,121.6,5.9,5.9,30,0,100,24,49,56,22,54.83,79.16,56.98,56.55,19.75,50.69,209.9
72,49,55.93,56.1,50.06,50.1,85.41,84.9,91.26,90.8,89.48,68.56,55.78,56.1,65.8,20.1,235.2,-189.5,52.74,51.42,2.854,1.531,64.79,2.862,1.228,269.8,215.7,7.3,12.5,42.8,37.9,103.3,131.5,15.5,48.3,5.5,143,39.7,93.6,74,71,18.88,8.162,7.328,20,0,121.2,114.7,156.8,117.8,5.7,6,30,0,100,24,49,56,22,54.87,78.92,57.1,56.67,20.06,68.49,210.8
74,49,55.97,56.1,50.1,50.3,85.33,85.1,91.18,90.7,89.35,68.47,55.82,56.1,65.42,20.44,233.4,-188.4,52.55,51.23,2.476,1.159,64.34,2.872,1.224,268.3,214.8,7.7,12.6,42.6,37.7,103.3,131.5,15.5,48.3,5.5,143.2,39.9,93,74,71,19.07,8.288,7.328,20,0,121.5,114.5,156.8,117.6,5.6,6.2,30,0,100,24,49,56,22,54.87,78.71,57.14,56.71,20.58,59.42,209.4
76,49,56.01,56.1,50.1,50.1,85.33,85.3,91.22,90.8,89.35,68.47,55.82,56.1,66.33,21.04,235,-189.7,53,51.31,2.48,0.7932,64.73,2.879,1.221,270.1,215.2,7.7,12.5,42.6,37.7,103.3,131.5,15.6,48.2,5.3,143.6,39.7,93.1,75,72,17.86,7.657,7.233,20,0,121.7,114.7,155.3,116.6,5.7,5.8,30,0,100,24,49,56,22,54.87,78.79,57.14,56.67,21.11,59.51,211.1
78,50,56.01,56.3,50.1,50.3,85.33,85.1,91.22,90.7,89.39,68.52,55.87,56.1,66.25,20.56,234.7,-189,53.15,51.82,2.119,0.7955,64.54,2.895,1.214,269.8,215.8,7.5,12.4,42.8,37.9,103.1,131,15.9,48.3,5.5,143.2,40.1,94.1,74,71,18.48,7.932,7.328,20,0,121.5,114.7,154.3,115.6,5.4,6,37.24,0,100,24,49,56,22,54.91,78.83,57.22,56.75,20.62,50.86,210.2
80,50,56.01,56.1,50.14,50.3,85.33,84.9,91.26,91,89.39,68.52,55.87,56.14,66.41,20.92,233.6,-188.1,52.35,51.04,2.467,1.154,65.02,2.831,1.242,268.6,214,7.5,12.3,42.8,37.9,103.6,132,15.8,48.3,5.5,143.2,39.4,93.3,74,71,15.57,6.669,7.328,20,0,121.5,114.9,154.3,115.1,5.9,5.8,20.69,0,100,24,49,56,22,54.91,78.83,57.18,56.8,20.99,59.21,209.9
82,50,55.97,56.1,50.1,50,85.33,85.3,91.26,90.8,89.39,68.52,55.87,56.06,66.56,20.97,234.2,-188.6,52.66,51.71,1.747,0.7937,65.2,2.84,1.238,269.2,215.3,7.3,12.3,42.8,37.9,103.3,131.5,15.6,48.5,5.9,143.2,40.3,93.8,74,71,16.32,6.972,7.328,20,0,121.7,114.7,155.3,116.9,5.7,6,4.138,0,100,24,49,56,22,54.91,78.92,56.32,56.3,20.97,41.93,209.7
84,50,55.81,55.8,49.94,50,85.33,85.1,91.18,90.7,89.39,68.39,55.74,55.9,65.72,20.07,235.8,-190.1,52.32,51.74,1.371,0.7886,64.52,2.851,1.233,269.5,213.9,7.2,12.6,42.8,37.9,103.3,131.5,15.2,48,5.2,143.2,40.7,93.8,74,71,17.42,7.539,7.328,20,0,121.7,114.9,156.3,117.6,5.6,5.8,0,0,100,24,49,56,22,54.95,78.88,56.08,56.02,20.14,32.89,210.3
86,50,55.64,55.8,49.82,49.8,85.25,84.9,91.06,90.7,89.27,68.35,55.62,55.77,65.17,20.05,234.6,-189.4,52.22,52,1.377,1.159,64.59,2.842,1.237,269.1,215,6.8,12.2,42.8,37.9,102.9,130.5,15.6,48.2,5.6,143.2,40.1,93.8,74,71,19.04,8.309,7.328,20,0,122,114.7,154.3,115.3,5.8,6,0,0,100,24,49,56,22,54.95,78.67,55.95,55.94,20.29,33.06,209.4
88,50,55.52,55.6,49.65,49.6,85.25,84.9,91.06,90.5,89.31,68.27,55.5,55.69,65.11,19.57,235.7,-190.2,52.67,52.45,1.747,1.529,64.33,2.879,1.221,268.8,215.3,6.8,12.6,42.8,37.9,103.1,131,15.2,48.2,5.3,143,39.9,92.6,73,70,20.59,8.995,7.424,20,0,122,114.7,156.3,117.1,5.6,6,0,0,100,24,49,56,22,54.95,79.12,55.83,55.85,19.43,41.93,209
90,50,55.44,55.5,49.73,49.6,85.21,84.9,90.98,90.7,89.23,68.23,55.5,55.69,65.06,19.69,236.7,-191.4,51.53,52.05,1.758,2.278,63.89,2.836,1.24,270.5,216.7,6.5,12.2,42.9,38,102.9,130.5,15.6,48,4.9,143,39.7,91.8,73,70,16.3,7.127,7.424,20,0,121.7,114.7,153.3,114.1,5.9,5.9,0,0,100,24,49,56,22,54.95,79.08,55.79,55.81,19.59,42.2,211.1
92,50,55.44,55.6,49.73,49.8,85.12,84.9,90.98,90.7,89.19,68.19,55.42,55.65,65.73,20.08,235.8,-190.2,50.93,50.71,2.104,1.886,63.58,2.817,1.248,269.5,214.2,6.5,12.6,43.1,38.2,102.9,131,15.4,48,5.1,142.6,39.4,92.7,73,70,11.55,4.998,7.424,20,0,121.7,114.7,154.3,115.1,5.9,6,0,0,100,24,49,56,22,54.99,79.04,55.75,55.77,20.04,50.5,211.5
94,50,55.44,55.8,49.77,49.8,85.08,84.8,90.81,90.3,89.11,68.15,55.46,55.65,64.23,19.12,234.9,-189.8,50.91,51.06,1.75,1.899,62.6,2.859,1.23,269,215.7,6.7,12.4,43.1,38.2,102.7,130,15.2,48.2,5.1,142.6,39.9,91.8,72,69,15.77,6.983,7.52,20,0,122,114.9,154.8,115.8,5.4,6,0,0,100,24,49,56,19,54.99,79.2,55.79,55.77,18.96,41.99,210.5
96,50,55.6,55.8,49.98,50.1,85.04,84.8,90.77,90.3,89.07,68.27,55.62,55.77,64.28,19.14,233.3,-188.1,50.41,50.56,1.378,1.527,62.73,2.825,1.244,269.2,215.1,6.9,12.4,43.1,38.2,102.7,130,15.2,48.3,5.2,142.6,40.3,91.7,72,69,13.94,6.169,7.52,20,0,121.7,114.7,154.8,116,5.5,5.8,0,0,100,24,49,56,19,54.99,79.41,55.95,55.94,18.81,33.07,210.9
98,50,55.73,56,50.06,50.1,85.04,84.8,90.73,90.3,89.07,68.27,55.74,55.94,63.83,18.68,233.3,-188.2,50.88,51.03,1.749,1.898,62.74,2.852,1.233,269.3,215.6,7.2,12.4,43.1,38.2,102.7,130,15.4,48.5,5.2,142.6,40.3,92,72,69,17.2,7.665,7.52,20,0,121.7,114.7,154.3,114.8,5.5,5.7,0,0,100,24,49,56,19,55.03,79.45,56.04,56.02,18.36,41.97,210.4
100,50,55.85,56,50.14,50.1,85.08,84.9,90.73,90.1,89.03,68.35,55.78,55.98,63.28,19.11,231.6,-187.4,51.05,50.47,1.743,1.158,63.01,2.848,1.234,268.9,214.7,7.1,12.8,43.2,38.3,102.9,130.5,15.2,48.5,5.3,143,40.1,92.2,72,69,20.02,8.999,7.52,20,0,121.7,114.9,155.3,115.7,5.2,5.7,0,0,100,24,49,56,22,55.03,79.12,56.16,56.1,19.04,41.82,210.3
102,50,55.89,56,50.18,50.3,85.08,84.9,90.77,90.1,89.07,68.43,55.87,56.02,63.94,19.17,231.9,-187.1,50.98,50.76,1.374,1.157,62.35,2.875,1.223,269.7,214.4,7,12.3,43.1,38.2,102.4,129.5,15.6,48.5,5.4,143,40.6,92.3,72,69,16.8,7.474,7.52,20,0,122,114.9,155.3,116,5.2,5.9,0,0,100,24,49,56,22,55.03,79.24,56.2,56.18,19,32.98,210.6
104,50,55.93,56.1,50.22,50.3,85.08,84.8,90.77,90.3,89.11,68.43,55.91,56.1,64.06,18.75,232.8,-187.4,51.17,50.96,1.746,1.528,62.66,2.872,1.224,270.2,215.2,7,12.6,43.3,38.5,102.9,130.5,15.4,48.5,5.2,143,40.3,92,72,69,17.36,7.709,7.52,20,0,122.2,115.1,155.8,116.5,5.5,5.8,0,0,100,24,49,56,19,55.03,79.28,56.24,56.22,18.55,41.91,211.1
106,50,56.01,56.1,50.27,50.4,85.12,84.9,90.77,90.3,89.07,68.39,55.95,56.1,63.24,19.1,231.4,-187.3,51.13,50.55,1.368,0.7871,62.66,2.869,1.226,268.7,213.5,7.3,12.4,43.1,38.2,102.7,130,15.4,48.5,5.2,143,40.3,91.7,72,69,20.1,9.04,7.52,20,0,122.2,115.1,154.8,115.3,5.5,5.7,0,0,100,24,49,56,22,55.07,79.2,56.28,56.26,19,32.83,210
108,49,56.01,56.3,50.31,50.3,85.08,84.5,90.81,90.1,89.03,68.43,55.99,56.1,64.19,20.03,230.7,-186.5,50.84,50.63,1.005,0.7883,64,2.793,1.259,268.9,213.9,7.4,12.6,42.9,38,102.7,130,15.1,48.7,5.5,143.2,40.8,90.8,72,69,17.06,7.561,7.52,20,0,122.2,115.1,158.3,119.3,5.6,6,30,0,100,31.38,49.07,56,23.48,55.07,79.28,56.32,56.26,19.86,24.12,209.8
110,49,57.32,58.2,51.04,51.2,82.79,82,89.26,88,87.51,71.42,57.54,57.82,72.58,19.6,180.5,-127.6,56.13,58.11,2.473,4.452,66.02,2.99,1.176,269.3,214.5,8.8,13.6,42.6,37.7,101.6,127.6,16,48.8,6.2,141,39.4,90.3,76,73,8.207,3.216,7.139,20,0,122.2,115.1,155.8,117,6.3,7,25,0,100,39.66,49.48,56,29.38,55.07,76.87,58.57,58.06,21.59,59.35,182.6
