Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
78,50,55.64,55.6,49.45,50,85.74,87,91.84,89.9,90.09,68.76,55.37,55.77,65.18,18.67,228,-181.4,55.51,53.1,3.577,1.159,31.17,6.262,0.5615,256.5,215,1.2,0,48.9,44.3,89.6,103.7,0,48.3,0,131.7,42.1,59.4,36,35,-2.824,-1.232,11.7,20,0,118.8,112.4,162.8,117.4,2.9,5.5,0,0,100,15,49,56,41.66,58.35,79.94,57.67,56.92,20.76,85.86,196.8
80,50,56.38,56.8,52.85,52.8,83.9,84,88.03,88,86.36,64.83,56.4,56.63,44.09,17.76,229.7,-203.4,31.63,31.78,2.108,2.257,44.8,2.482,1.416,256,214.7,9.2,3.5,43.6,38.8,91.5,107.2,4.5,50.8,7.2,143,51.5,68.2,51,49,0.9789,0.6314,9.675,20,0,118.5,112.4,162.3,121.7,4,3.8,0,0,100,15,49,56,14.59,58.35,78.02,56.89,56.84,21.68,50.59,220.6
82,50,56.26,56.5,52.56,52.7,85.08,85.1,89.01,88.9,87.72,64.79,56.23,56.47,42.17,13.92,246.1,-217.8,33.21,32.99,2.116,1.897,44.96,2.597,1.354,257.6,215.4,8.4,3.6,44.1,39.3,92.5,109.2,5.6,50.9,6.6,144,51.5,69.7,52,50,13.45,9.068,9.553,20,0,119.5,112.9,163.8,123.3,4,4,0,0,100,15,49,56,17.52,58.35,81.13,56.65,56.63,14.67,50.78,223.1
84,50,55.77,55.3,52.11,51.7,86.02,86.1,89.79,90.1,88.12,63.4,55.54,55.69,40.31,17.83,264.8,-242.3,32.7,30.65,1.374,-0.6729,45.15,2.547,1.381,257,214.5,7.3,3.1,44.4,39.6,93.2,110.7,6.2,50.9,6.5,144.7,51.9,71.1,52,50,18.38,12.97,9.553,20,0,119.9,113.1,163.3,122.4,4,3.6,30,0,100,5,49,56,24,58.35,79.9,55.95,55.94,19.86,32.98,227.2
86,50,54.33,53.9,50.76,50.3,86.15,85.8,89.91,89.8,88.17,61.76,54.1,54.3,40.1,18.61,281.2,-259.7,32.17,30.11,1.751,-0.3082,44.88,2.52,1.395,255.6,215.9,6.4,3.2,44.1,39.2,93,110.2,5.5,50,6,145.8,52.4,71,51,49,17,12.06,9.675,20,0,120.7,113.3,161.8,121.3,4,3.5,40,0,100,5,49,56,20,58.39,78.26,55.13,54.79,22.47,42.03,228.2
88,50,53.43,53.2,49.9,49.6,86.15,85.8,89.87,89.6,88.21,61.02,53.16,53.52,39.74,17.77,290.1,-268.1,31.77,29.35,3.221,0.795,44.74,2.497,1.408,256.1,215.7,5.8,2.4,43.8,39,92.2,108.7,5.5,49.3,5.5,145.4,52.4,69.7,51,49,16.73,11.97,9.675,20,0,120.9,113.8,162.3,122,4,3.6,40,0,100,5,49,56,20,58.31,78.96,54.6,54.13,20.65,77.31,230.2
90,50,53.64,54.1,50.8,50.9,85.16,84.9,88.36,88.2,87.1,61.02,53.61,53.93,34.24,13.47,279.7,-258.9,25.49,25.28,2.85,2.632,41.69,2.15,1.635,257.4,215.4,6.8,2.8,44.1,39.3,91,106.2,4.2,50.3,6.3,149.4,58.9,67.2,47,45,10.95,9.101,10.19,20,0,121.5,114.2,162.3,121.5,3.3,3.2,35,0,100,5,49,56,17,58.35,79.9,55.05,54.54,15,68.41,234.2
92,50,54.13,54.2,51.04,50.9,85.37,85.3,88.81,88.7,87.43,61.39,53.98,54.3,36.74,14.73,278.3,-256.3,27.74,26.42,2.855,1.532,43.2,2.258,1.557,256.5,215.8,6.8,3,44.3,39.5,91.7,107.7,5,50.3,6,150.1,58.8,68.6,49,47,11.57,8.959,9.926,20,0,122,114.7,162.8,120.5,3.4,3.3,35,0,100,5,49,56,17,58.39,80.1,55.5,54.95,16.28,68.52,232.1
94,50,54.05,54.1,50.88,50.8,85.57,85.3,88.97,88.9,87.63,61.35,53.86,54.22,36.21,14.26,280.2,-258.2,28.23,26.55,3.194,1.518,42.2,2.352,1.495,255.8,213.9,6.8,2.6,44.1,39.3,91.5,107.2,5.6,50.1,6,149.4,58.3,69,48,46,14.15,11.11,10.06,20,0,122.2,114.9,159.8,119.5,3.6,3.3,35,0,100,5,49,56,17,58.39,79.78,55.38,54.87,16,76.67,231.6
96,50,53.97,54.1,50.84,50.9,85.62,85.4,89.01,88.9,87.63,61.35,53.86,54.14,36.43,14.78,281.9,-260.3,28.05,27.09,2.482,1.528,43.15,2.285,1.539,257.4,215.3,6.5,2.6,44.3,39.5,91.5,107.2,5.4,50.3,6,149,57.9,69.4,48,46,13.68,10.68,10.06,20,0,122.7,115.1,162.3,121.8,3.6,3.3,35,0,100,5,49,56,20,58.43,79.86,55.34,54.83,16.56,59.56,232.7
98,50,53.88,54.1,50.76,50.8,85.53,85.3,88.97,88.9,87.63,61.27,53.78,54.05,36.8,14.32,282.3,-259.8,27.88,26.93,2.466,1.519,42.4,2.312,1.521,257,214,6.7,3.5,44.1,39.3,92,108.7,5.2,50.1,6,149,57,69.2,48,46,11.02,8.518,10.06,20,0,122.7,115.3,162.3,121.8,3.5,3.3,35,0,100,5,49,56,17,58.43,79.69,55.26,54.75,16.16,59.19,232.4
100,50,53.88,53.9,50.72,50.8,85.57,85.3,88.97,88.9,87.59,61.23,53.7,54.01,36.44,14.79,282.8,-261.2,28.39,26.7,2.846,1.161,42.39,2.355,1.493,257.5,215.1,6.7,3.3,44.1,39.3,92,108.2,5.4,50.3,6,149,57.4,68.7,48,46,14.09,11,10.06,20,0,123.2,115.6,161.8,121.5,3.4,3.1,35,0,100,5,49,56,17,58.39,79.78,55.22,54.67,16.6,68.31,233.2
102,50,53.88,53.9,50.72,50.8,85.57,85.4,89.01,88.9,87.63,61.27,53.74,54.05,36.76,14.74,281.9,-259.9,28.39,27.07,2.846,1.526,42.28,2.361,1.489,256.6,215.1,6.5,3.1,44.3,39.5,92,108.2,5.4,50.1,5.8,149,57.4,69.1,48,46,12.85,9.941,10.06,20,0,123.2,115.7,161.8,121.2,3.5,3.1,35,0,100,5,49,56,20,58.43,80.06,55.22,54.71,16.35,68.3,232
104,50,53.88,53.9,50.76,50.8,85.53,85.3,88.97,88.7,87.59,61.23,53.74,54.01,36.89,14.79,282.9,-260.8,28.11,26.78,2.487,1.164,42.39,2.331,1.508,257.5,215.7,6.5,3.3,44.1,39.3,92,108.2,5.2,50.1,5.8,149.4,57,68,49,47,11.51,8.878,9.926,20,0,123.7,116,162.8,121.8,3.3,3.1,35,0,100,5,49,56,17,58.39,79.65,55.18,54.71,16.7,59.69,233.2
106,50,53.88,53.8,50.72,50.6,85.53,85.3,88.97,88.7,87.59,61.23,53.7,54.01,36.71,14.72,281.6,-259.6,28.5,26.81,2.857,1.165,42.29,2.369,1.484,256.3,215.9,6.3,3.3,44.3,39.5,92,108.2,4.6,50,5.9,149,57,67.7,48,46,13.41,10.39,10.06,20,0,123.7,116.2,161.3,121,3.3,3,35,0,100,5,49,56,17,58.39,79.86,55.18,54.67,16.46,68.57,231.9
108,49,53.84,53.9,50.72,50.6,85.45,84,88.93,88.2,87.59,61.19,53.65,54.01,37.28,14.34,283,-260.1,27.86,26.19,3.195,1.519,45.81,2.138,1.644,257.2,213.9,7.1,2.8,43.3,38.5,91,106.2,4.9,50,6.6,149,58,66.9,51,49,12.7,9.687,9.675,20,0,123.7,116.2,161.8,122.3,4.4,3.3,30,0,100,26.03,49,56,18.48,58.39,79.82,55.13,54.63,16.06,76.69,233.4
110,49,55.81,56.3,50.51,50.1,82.34,82.2,88.03,88.2,86.28,67.49,55.87,56.1,60.89,18.7,201.1,-158.9,47.51,48.03,2.114,2.63,56.59,2.952,1.191,256.9,215.3,7.3,5.4,42.8,37.9,93.7,111.7,7.6,48.7,5.9,139.1,45.4,73.7,64,61,9.557,4.464,8.323,20,0,123.7,116.2,161.3,122.1,6,6.2,30,0,100,32.24,49,56,29.38,58.39,78.3,57.26,56.75,22.54,50.74,195.5
